source_id	source_qualified_name	edge_type	target_id	target_qualified_name	properties
139	D-twse.twstock.tasks	CONTAINS_FILE	138	D-twse.twstock.tasks.000-roadmap.__file__	{}
139	D-twse.twstock.tasks	CONTAINS_FILE	140	D-twse.twstock.tasks.001-finmind.__file__	{}
139	D-twse.twstock.tasks	CONTAINS_FILE	141	D-twse.twstock.tasks.002-twse-official.__file__	{}
139	D-twse.twstock.tasks	CONTAINS_FILE	142	D-twse.twstock.tasks.003-institutional.__file__	{}
139	D-twse.twstock.tasks	CONTAINS_FILE	143	D-twse.twstock.tasks.004-tdcc.__file__	{}
139	D-twse.twstock.tasks	CONTAINS_FILE	144	D-twse.twstock.tasks.005-dividend.__file__	{}
139	D-twse.twstock.tasks	CONTAINS_FILE	145	D-twse.twstock.tasks.006-per.__file__	{}
139	D-twse.twstock.tasks	CONTAINS_FILE	146	D-twse.twstock.tasks.007-adj-factor.__file__	{}
139	D-twse.twstock.tasks	CONTAINS_FILE	147	D-twse.twstock.tasks.008-ma.__file__	{}
139	D-twse.twstock.tasks	CONTAINS_FILE	148	D-twse.twstock.tasks.009-atr.__file__	{}
139	D-twse.twstock.tasks	CONTAINS_FILE	149	D-twse.twstock.tasks.010-vwap.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	137	D-twse.twstock.tests.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	68	D-twse.twstock.tests.conftest.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	70	D-twse.twstock.tests.test_001_finmind.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	71	D-twse.twstock.tests.test_002_twse_official.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	72	D-twse.twstock.tests.test_003_institutional.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	73	D-twse.twstock.tests.test_004_tdcc.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	74	D-twse.twstock.tests.test_005_dividend.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	75	D-twse.twstock.tests.test_008_ma.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	76	D-twse.twstock.tests.test_009_atr.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	77	D-twse.twstock.tests.test_010_vwap.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	78	D-twse.twstock.tests.test_breakout_candidate.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	79	D-twse.twstock.tests.test_bug_fix_backfill.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	80	D-twse.twstock.tests.test_bug_fix_cache_ttl.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	81	D-twse.twstock.tests.test_bug_fix_connection.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	82	D-twse.twstock.tests.test_bug_fix_dividend_upsert.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	83	D-twse.twstock.tests.test_bug_fix_ex_date.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	84	D-twse.twstock.tests.test_bug_fix_units.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	85	D-twse.twstock.tests.test_bug_fix_updater_none.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	86	D-twse.twstock.tests.test_calculator.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	87	D-twse.twstock.tests.test_calculator_unit.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	88	D-twse.twstock.tests.test_chips_strategy.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	89	D-twse.twstock.tests.test_commands_execute.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	90	D-twse.twstock.tests.test_commands_intraday.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	91	D-twse.twstock.tests.test_commands_official.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	92	D-twse.twstock.tests.test_commands_smoke.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	93	D-twse.twstock.tests.test_commands_update.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	94	D-twse.twstock.tests.test_compat_views.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	95	D-twse.twstock.tests.test_composites.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	96	D-twse.twstock.tests.test_db_admin_idempotent.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	97	D-twse.twstock.tests.test_db_admin_misc.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	98	D-twse.twstock.tests.test_db_schema_bootstrap.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	99	D-twse.twstock.tests.test_deprecated_modules.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	100	D-twse.twstock.tests.test_display.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	101	D-twse.twstock.tests.test_docs_contract.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	102	D-twse.twstock.tests.test_fetcher.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	103	D-twse.twstock.tests.test_fetcher_unit.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	104	D-twse.twstock.tests.test_input_helper.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	105	D-twse.twstock.tests.test_input_provider.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	106	D-twse.twstock.tests.test_longcat_vision.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	109	D-twse.twstock.tests.test_ma_scan_volume_regression.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	110	D-twse.twstock.tests.test_ma_schema_dependencies.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	107	D-twse.twstock.tests.test_market_cache.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	108	D-twse.twstock.tests.test_market_data.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	111	D-twse.twstock.tests.test_no_etl_unit_conversion.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	112	D-twse.twstock.tests.test_no_plaintext_secrets.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	113	D-twse.twstock.tests.test_official_dividend_crawler.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	114	D-twse.twstock.tests.test_official_dividend_daily.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	115	D-twse.twstock.tests.test_official_suspended.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	116	D-twse.twstock.tests.test_official_tdcc.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	117	D-twse.twstock.tests.test_official_trading_calendar.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	118	D-twse.twstock.tests.test_official_updater.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	119	D-twse.twstock.tests.test_output_writer.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	120	D-twse.twstock.tests.test_processor_unit.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	121	D-twse.twstock.tests.test_retry_full.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	122	D-twse.twstock.tests.test_schema_contract.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	123	D-twse.twstock.tests.test_strategy_interface_contract.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	124	D-twse.twstock.tests.test_strategy_output_contract.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	125	D-twse.twstock.tests.test_strategy_runner_delegation.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	126	D-twse.twstock.tests.test_strategy_runner_dispatch.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	127	D-twse.twstock.tests.test_strategy_utils.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	128	D-twse.twstock.tests.test_terminal.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	129	D-twse.twstock.tests.test_tui_app.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	130	D-twse.twstock.tests.test_tui_menu.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	131	D-twse.twstock.tests.test_tui_render.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	132	D-twse.twstock.tests.test_tui_smoke.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	133	D-twse.twstock.tests.test_tui_state_machine.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	134	D-twse.twstock.tests.test_units_contract.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	135	D-twse.twstock.tests.test_updater_schema_compat.__file__	{}
69	D-twse.twstock.tests	CONTAINS_FILE	136	D-twse.twstock.tests.test_utils.__file__	{}
62	D-twse.twstock.tui	CONTAINS_FILE	67	D-twse.twstock.tui.__file__	{}
62	D-twse.twstock.tui	CONTAINS_FILE	61	D-twse.twstock.tui.app.__file__	{}
62	D-twse.twstock.tui	CONTAINS_FILE	63	D-twse.twstock.tui.input_provider.__file__	{}
62	D-twse.twstock.tui	CONTAINS_FILE	64	D-twse.twstock.tui.menu.__file__	{}
62	D-twse.twstock.tui	CONTAINS_FILE	65	D-twse.twstock.tui.render.__file__	{}
62	D-twse.twstock.tui	CONTAINS_FILE	66	D-twse.twstock.tui.state_machine.__file__	{}
1	D-twse	CONTAINS_FOLDER	215	D-twse..github	{}
1	D-twse	CONTAINS_FOLDER	210	D-twse.audit	{}
1	D-twse	CONTAINS_FOLDER	207	D-twse.docs	{}
1	D-twse	CONTAINS_FOLDER	202	D-twse.model	{}
1	D-twse	CONTAINS_FOLDER	189	D-twse.scripts	{}
1	D-twse	CONTAINS_FOLDER	23	D-twse.twstock	{}
23	D-twse.twstock	CONTAINS_FOLDER	181	D-twse.twstock.commands	{}
23	D-twse.twstock	CONTAINS_FOLDER	177	D-twse.twstock.market_data	{}
23	D-twse.twstock	CONTAINS_FOLDER	166	D-twse.twstock.official	{}
23	D-twse.twstock	CONTAINS_FOLDER	151	D-twse.twstock.strategy	{}
23	D-twse.twstock	CONTAINS_FOLDER	139	D-twse.twstock.tasks	{}
23	D-twse.twstock	CONTAINS_FOLDER	69	D-twse.twstock.tests	{}
23	D-twse.twstock	CONTAINS_FOLDER	62	D-twse.twstock.tui	{}
151	D-twse.twstock.strategy	CONTAINS_FOLDER	164	D-twse.twstock.strategy.templates	{}
2113	D-twse.model.module.DifferentiableEntropyFunction.backward	DECORATES	2976	<decorator:staticmethod>	{"decorator":"@staticmethod"}
2112	D-twse.model.module.DifferentiableEntropyFunction.forward	DECORATES	2976	<decorator:staticmethod>	{"decorator":"@staticmethod"}
1267	D-twse.twstock.market_data.cache.MarketCache._is_market_open	DECORATES	2976	<decorator:staticmethod>	{"decorator":"@staticmethod"}
1499	D-twse.twstock.output_writer.OutputWriter	DECORATES	2978	<decorator:runtime_checkable>	{"decorator":"@runtime_checkable"}
2629	D-twse.twstock.processor.DataProcessor._batch_upsert	DECORATES	2976	<decorator:staticmethod>	{"decorator":"@staticmethod"}
1295	D-twse.twstock.strategy.base.BaseStrategy.analyze	DECORATES	2984	<decorator:abstractmethod>	{"decorator":"@abstractmethod"}
1299	D-twse.twstock.strategy.base.BaseStrategy.fetch_klines	DECORATES	2976	<decorator:staticmethod>	{"decorator":"@staticmethod"}
1298	D-twse.twstock.strategy.base.BaseStrategy.get_latest_date	DECORATES	2976	<decorator:staticmethod>	{"decorator":"@staticmethod"}
1294	D-twse.twstock.strategy.base.BaseStrategy.prepare_data	DECORATES	2984	<decorator:abstractmethod>	{"decorator":"@abstractmethod"}
1296	D-twse.twstock.strategy.base.BaseStrategy.render	DECORATES	2984	<decorator:abstractmethod>	{"decorator":"@abstractmethod"}
1164	D-twse.twstock.strategy.chips_strategy.ChipsStrategy._count_consecutive	DECORATES	2976	<decorator:staticmethod>	{"decorator":"@staticmethod"}
1152	D-twse.twstock.strategy.chips_strategy.StockAnalyzer._fmt_change	DECORATES	2976	<decorator:staticmethod>	{"decorator":"@staticmethod"}
1002	D-twse.twstock.strategy.kronos_engine.KronosRealEngine.ready	DECORATES	2981	<decorator:property>	{"decorator":"@property"}
992	D-twse.twstock.strategy.kronos_engine.PredictionResult	DECORATES	2982	<decorator:dataclass>	{"decorator":"@dataclass"}
993	D-twse.twstock.strategy.kronos_engine.StockPrediction	DECORATES	2982	<decorator:dataclass>	{"decorator":"@dataclass"}
506	D-twse.twstock.strategy.patterns_strategy.BreakoutCandidate	DECORATES	2982	<decorator:dataclass>	{"decorator":"@dataclass"}
505	D-twse.twstock.strategy.patterns_strategy.PatternInfo	DECORATES	2982	<decorator:dataclass>	{"decorator":"@dataclass"}
530	D-twse.twstock.strategy.patterns_strategy.PivotBasedScanner._make_pattern	DECORATES	2976	<decorator:staticmethod>	{"decorator":"@staticmethod"}
531	D-twse.twstock.strategy.patterns_strategy.PivotBasedScanner._quality	DECORATES	2976	<decorator:staticmethod>	{"decorator":"@staticmethod"}
529	D-twse.twstock.strategy.patterns_strategy.PivotBasedScanner._slope	DECORATES	2976	<decorator:staticmethod>	{"decorator":"@staticmethod"}
512	D-twse.twstock.strategy.patterns_strategy.PivotBasedScanner.find_pivots	DECORATES	2976	<decorator:staticmethod>	{"decorator":"@staticmethod"}
553	D-twse.twstock.strategy.patterns_strategy.PredictionAnalysisApp.database_connection	DECORATES	2983	<decorator:contextmanager>	{"decorator":"@contextmanager"}
503	D-twse.twstock.strategy.patterns_strategy._BarView.columns	DECORATES	2981	<decorator:property>	{"decorator":"@property"}
500	D-twse.twstock.strategy.patterns_strategy._BarView.from_pandas	DECORATES	2980	<decorator:classmethod>	{"decorator":"@classmethod"}
502	D-twse.twstock.strategy.patterns_strategy._BarView.index	DECORATES	2981	<decorator:property>	{"decorator":"@property"}
701	D-twse.twstock.strategy.sr_analyzer.StrategyConfig.get_tick_size	DECORATES	2976	<decorator:staticmethod>	{"decorator":"@staticmethod"}
704	D-twse.twstock.strategy.sr_analyzer.SupportResistanceEngine._clean	DECORATES	2976	<decorator:staticmethod>	{"decorator":"@staticmethod"}
494	D-twse.twstock.tests.conftest.db_conn	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
495	D-twse.twstock.tests.conftest.patch_db_path	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
493	D-twse.twstock.tests.conftest.temp_db_path	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
2886	D-twse.twstock.tests.test_001_finmind.db	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
2888	D-twse.twstock.tests.test_001_finmind.fetcher	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
2887	D-twse.twstock.tests.test_001_finmind.raw_2330_3days	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
1445	D-twse.twstock.tests.test_002_twse_official.db	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
1447	D-twse.twstock.tests.test_002_twse_official.fetcher	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
1446	D-twse.twstock.tests.test_002_twse_official.raw_twse_2330	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
2667	D-twse.twstock.tests.test_003_institutional.db	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
2669	D-twse.twstock.tests.test_003_institutional.fetcher	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
2668	D-twse.twstock.tests.test_003_institutional.raw_institutional_2days	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
2177	D-twse.twstock.tests.test_004_tdcc.db	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
2179	D-twse.twstock.tests.test_004_tdcc.fetcher	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
2178	D-twse.twstock.tests.test_004_tdcc.raw_tdcc_2330	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
1628	D-twse.twstock.tests.test_005_dividend.db	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
1630	D-twse.twstock.tests.test_005_dividend.fetcher	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
1629	D-twse.twstock.tests.test_005_dividend.raw_dividend_2330	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
232	D-twse.twstock.tests.test_008_ma.calc	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
231	D-twse.twstock.tests.test_008_ma.db	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
2427	D-twse.twstock.tests.test_009_atr.calc	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
2426	D-twse.twstock.tests.test_009_atr.db	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
2458	D-twse.twstock.tests.test_010_vwap.calc	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
2457	D-twse.twstock.tests.test_010_vwap.db	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
1682	D-twse.twstock.tests.test_calculator.TestATRCalculator.test_calculate_all_empty	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.calculator.get_connection\")"}
1679	D-twse.twstock.tests.test_calculator.TestIndicatorEngine.test_build_with_empty_data	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.calculator.MACalculator\")"}
1684	D-twse.twstock.tests.test_calculator.TestVWAPCalculator.test_calculate_all_empty	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.calculator.get_connection\")"}
2410	D-twse.twstock.tests.test_calculator_unit.TestIndicatorEngine.test_add_bollinger_bands	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.calculator.get_connection\")"}
2408	D-twse.twstock.tests.test_calculator_unit.TestIndicatorEngine.test_add_kdj	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.calculator.get_connection\")"}
2411	D-twse.twstock.tests.test_calculator_unit.TestIndicatorEngine.test_add_log_return	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.calculator.get_connection\")"}
2407	D-twse.twstock.tests.test_calculator_unit.TestIndicatorEngine.test_add_macd	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.calculator.get_connection\")"}
2406	D-twse.twstock.tests.test_calculator_unit.TestIndicatorEngine.test_add_moving_averages	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.calculator.get_connection\")"}
2412	D-twse.twstock.tests.test_calculator_unit.TestIndicatorEngine.test_add_pivot	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.calculator.get_connection\")"}
2409	D-twse.twstock.tests.test_calculator_unit.TestIndicatorEngine.test_add_rsi	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.calculator.get_connection\")"}
2405	D-twse.twstock.tests.test_calculator_unit.TestIndicatorEngine.test_build_empty_data	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.calculator.get_connection\")"}
2404	D-twse.twstock.tests.test_calculator_unit.TestIndicatorEngine.test_build_with_data	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.calculator.get_connection\")"}
2413	D-twse.twstock.tests.test_calculator_unit.TestIndicatorEngine.test_build_with_intraday_data	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.calculator.get_connection\")"}
2402	D-twse.twstock.tests.test_calculator_unit.db_with_data	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
2401	D-twse.twstock.tests.test_calculator_unit.in_memory_db	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
2400	D-twse.twstock.tests.test_calculator_unit.sample_df	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
2919	D-twse.twstock.tests.test_commands_intraday.TestIntradayExecute.test_dividend_today_warning	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.commands.intraday.get_connection\")"}
2920	D-twse.twstock.tests.test_commands_intraday.TestIntradayExecute.test_empty_after_build_returns	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.commands.intraday.get_connection\")"}
2916	D-twse.twstock.tests.test_commands_intraday.TestIntradayExecute.test_empty_history_auto_updates	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.commands.intraday.get_connection\")"}
2918	D-twse.twstock.tests.test_commands_intraday.TestIntradayExecute.test_no_intraday_data_returns	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.commands.intraday.DataFetcher\")"}
2915	D-twse.twstock.tests.test_commands_intraday.TestIntradayExecute.test_normal_flow	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.commands.intraday.get_connection\")"}
2917	D-twse.twstock.tests.test_commands_intraday.TestIntradayExecute.test_passes_token_to_datafetcher	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.commands.intraday.DataFetcher\")"}
2912	D-twse.twstock.tests.test_commands_intraday.empty_engine	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
2913	D-twse.twstock.tests.test_commands_intraday.populated_engine	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
683	D-twse.twstock.tests.test_commands_official.TestOfficialExecute.test_invalid_date_format	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.commands.official.update_official_daily\")"}
679	D-twse.twstock.tests.test_commands_official.TestOfficialExecute.test_tdcc_only_mode	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.commands.official.update_official_daily\")"}
680	D-twse.twstock.tests.test_commands_official.TestOfficialExecute.test_tdcc_weeks	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.commands.official.update_official_daily\")"}
681	D-twse.twstock.tests.test_commands_official.TestOfficialExecute.test_with_date	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.commands.official.update_official_daily\")"}
682	D-twse.twstock.tests.test_commands_official.TestOfficialExecute.test_without_date	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.commands.official.update_official_daily\")"}
1793	D-twse.twstock.tests.test_commands_update.TestExecute.test_execute_dispatches	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.commands.update.update_single_stock\")"}
1794	D-twse.twstock.tests.test_commands_update.TestExecute.test_execute_without_token	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.commands.update.update_single_stock\")"}
1790	D-twse.twstock.tests.test_commands_update.TestUpdateSingleStock.test_dividend_exception_handled	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.commands.update.fetch_tdcc_historical\")"}
1788	D-twse.twstock.tests.test_commands_update.TestUpdateSingleStock.test_passes_token_to_datafetcher	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.commands.update.fetch_tdcc_historical\")"}
1787	D-twse.twstock.tests.test_commands_update.TestUpdateSingleStock.test_returns_false_when_no_price	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.commands.update.fetch_tdcc_historical\")"}
1786	D-twse.twstock.tests.test_commands_update.TestUpdateSingleStock.test_success_with_empty_institutional	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.commands.update.fetch_tdcc_historical\")"}
1791	D-twse.twstock.tests.test_commands_update.TestUpdateSingleStock.test_tdcc_exception_handled	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.commands.update.fetch_tdcc_historical\")"}
1789	D-twse.twstock.tests.test_commands_update.TestUpdateSingleStock.test_with_all_data_sources	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.commands.update.fetch_tdcc_historical\")"}
1783	D-twse.twstock.tests.test_commands_update.mock_fetcher	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
1784	D-twse.twstock.tests.test_commands_update.mock_processor	DECORATES	2975	<decorator:pytest.fixture>	{"decorator":"@pytest.fixture"}
906	D-twse.twstock.tests.test_composites.TestFetchLiveQuote.test_fetch_live_quote_no_session	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.strategy.composites.get_http_session\")"}
905	D-twse.twstock.tests.test_composites.TestFetchLiveQuote.test_fetch_live_quote_returns_tuple	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.strategy.composites.safe_http_get\")"}
903	D-twse.twstock.tests.test_composites.TestRunComposite.test_run_composite_no_data	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.strategy.composites.input\")"}
902	D-twse.twstock.tests.test_composites.TestRunComposite.test_run_composite_with_valid_stock	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.strategy.composites.input\")"}
1352	D-twse.twstock.tests.test_db_admin_misc.TestMigrateDb.test_migrate_commits	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.db_admin.get_connection\")"}
1354	D-twse.twstock.tests.test_db_admin_misc.TestShowTables.test_show_tables	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.db_admin.get_connection\")"}
949	D-twse.twstock.tests.test_fetcher_unit.TestFetchMarketIndices.test_returns_none_on_failure	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.utils.safe_http_get\")"}
950	D-twse.twstock.tests.test_fetcher_unit.TestFetchMarketIndices.test_with_mis_data	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.utils.safe_http_get\")"}
968	D-twse.twstock.tests.test_fetcher_unit.TestFetchMarketIndicesBranches.test_all_sessions_none_returns_none	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.market_data.fetcher.get_yahoo_market_volumes\")"}
975	D-twse.twstock.tests.test_fetcher_unit.TestFetchMarketIndicesBranches.test_both_prices_zero_returns_none	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.market_data.fetcher.get_yahoo_market_volumes\")"}
971	D-twse.twstock.tests.test_fetcher_unit.TestFetchMarketIndicesBranches.test_full_twse_and_tpex_path	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.utils.safe_http_get\")"}
976	D-twse.twstock.tests.test_fetcher_unit.TestFetchMarketIndicesBranches.test_mis_block_exception_swallowed	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.market_data.fetcher.get_yahoo_market_volumes\")"}
970	D-twse.twstock.tests.test_fetcher_unit.TestFetchMarketIndicesBranches.test_mis_y_zero_covers_pct_guard	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.market_data.fetcher.get_yahoo_market_volumes\")"}
969	D-twse.twstock.tests.test_fetcher_unit.TestFetchMarketIndicesBranches.test_mis_z_zero_falls_back_to_y	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.market_data.fetcher.get_yahoo_market_volumes\")"}
972	D-twse.twstock.tests.test_fetcher_unit.TestFetchMarketIndicesBranches.test_tpex_data_with_digit_amount	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.utils.safe_http_get\")"}
973	D-twse.twstock.tests.test_fetcher_unit.TestFetchMarketIndicesBranches.test_twse_breadth_short_data_no_crash	DECORATES	2977	<decorator:patch>	{"decorator":"@patch(\"twstock.utils.safe_http_get\")"}
